English,URL,Russian,Spanish,Deutsch,Czech
resolution,https://www.oxfordlearnersdictionaries.com/definition/english/resolution,разрешающая способность,resolución,Auflösung,rozlišení
resolve,https://www.oxfordlearnersdictionaries.com/definition/english/resolve_1,разрешить,resolver,beschließen,odhodlání
resort,https://www.oxfordlearnersdictionaries.com/definition/english/resort_1,прибегнуть,recurso,Erholungsort,letovisko
restore,https://www.oxfordlearnersdictionaries.com/definition/english/restore,восстановить,restaurar,wiederherstellen,obnovit
restrict,https://www.oxfordlearnersdictionaries.com/definition/english/restrict,ограничивать,restringir,beschränken,omezit
restriction,https://www.oxfordlearnersdictionaries.com/definition/english/restriction,ограничение,restricción,Beschränkung,omezení
retail,https://www.oxfordlearnersdictionaries.com/definition/english/retail1_1,Розничная торговля,venta minorista,Verkauf,maloobchodní
retain,https://www.oxfordlearnersdictionaries.com/definition/english/retain,удерживать,conservar,zuückbehalten,zachovat
retirement,https://www.oxfordlearnersdictionaries.com/definition/english/retirement,выход на пенсию,Jubilación,Ruhestand,odchod do důchodu
reveal,https://www.oxfordlearnersdictionaries.com/definition/english/reveal_1,раскрыть,revelar,aufdecken,odhalit
revenue,https://www.oxfordlearnersdictionaries.com/definition/english/revenue,доход,ingresos,Einnahmen,příjmy
revision,https://www.oxfordlearnersdictionaries.com/definition/english/revision,ревизия,revisión,Revision,revize
revolution,https://www.oxfordlearnersdictionaries.com/definition/english/revolution,революция,revolución,Revolution,revoluce
reward,https://www.oxfordlearnersdictionaries.com/definition/english/reward_1,награда,recompensa,Belohnung,odměna
reward,https://www.oxfordlearnersdictionaries.com/definition/english/reward_2,награда,recompensa,Belohnung,odměna
rhythm,https://www.oxfordlearnersdictionaries.com/definition/english/rhythm,ритм,ritmo,Rhythmus,rytmus
rid,https://www.oxfordlearnersdictionaries.com/definition/english/rid,избавлять,deshacerse,loswerden,zbavit
ridiculous,https://www.oxfordlearnersdictionaries.com/definition/english/ridiculous,смешной,ridículo,lächerlich,směšný
risky,https://www.oxfordlearnersdictionaries.com/definition/english/risky,рискованно,arriesgado,riskant,riskantní
rival,https://www.oxfordlearnersdictionaries.com/definition/english/rival_2,соперник,rival,Rivale,soupeřit
rival,https://www.oxfordlearnersdictionaries.com/definition/english/rival_1,соперник,rival,Rivale,soupeřit
rob,https://www.oxfordlearnersdictionaries.com/definition/english/rob_1,грабить,robar,rauben,okrást
robbery,https://www.oxfordlearnersdictionaries.com/definition/english/robbery,ограбление,robo,Raub,loupež
rocket,https://www.oxfordlearnersdictionaries.com/definition/english/rocket_1,ракета,cohete,Rakete,raketa
romance,https://www.oxfordlearnersdictionaries.com/definition/english/romance_1,романтика,romance,Romantik,romantika
root,https://www.oxfordlearnersdictionaries.com/definition/english/root_1,корень,raíz,Wurzel,vykořenit
rose,https://www.oxfordlearnersdictionaries.com/definition/english/rose_1,Роза,Rosa,Rose,růže
roughly,https://www.oxfordlearnersdictionaries.com/definition/english/roughly,грубо,aproximadamente,grob,zhruba
round,https://www.oxfordlearnersdictionaries.com/definition/english/round_4,круглый,ronda,runden,kolo
routine,https://www.oxfordlearnersdictionaries.com/definition/english/routine_2,рутина,rutina,Routine,rutina
rub,https://www.oxfordlearnersdictionaries.com/definition/english/rub_1,руб,frotar,reiben,třít
rubber,https://www.oxfordlearnersdictionaries.com/definition/english/rubber_2,резина,caucho,Gummi,pryž
rubber,https://www.oxfordlearnersdictionaries.com/definition/english/rubber_1,резина,caucho,Gummi,pryž
ruin,https://www.oxfordlearnersdictionaries.com/definition/english/ruin_2,разорение,ruina,zugrunde richten,zřícenina
ruin,https://www.oxfordlearnersdictionaries.com/definition/english/ruin_1,разорение,ruina,zugrunde richten,zřícenina
rural,https://www.oxfordlearnersdictionaries.com/definition/english/rural,деревенский,rural,ländlich,venkovský
rush,https://www.oxfordlearnersdictionaries.com/definition/english/rush_2,порыв,prisa,sich beeilen,spěch
rush,https://www.oxfordlearnersdictionaries.com/definition/english/rush_1,порыв,prisa,sich beeilen,spěch
sample,https://www.oxfordlearnersdictionaries.com/definition/english/sample_2,образец,muestra,Probe,vzorek
satellite,https://www.oxfordlearnersdictionaries.com/definition/english/satellite,спутник,satélite,Satellit,družice
satisfaction,https://www.oxfordlearnersdictionaries.com/definition/english/satisfaction,удовлетворение,satisfacción,Zufriedenheit,spokojenost
satisfied,https://www.oxfordlearnersdictionaries.com/definition/english/satisfied,довольный,satisfecho,befriedigt,spokojený
satisfy,https://www.oxfordlearnersdictionaries.com/definition/english/satisfy,удовлетворить,satisfacer,erfüllen,uspokojit
saving,https://www.oxfordlearnersdictionaries.com/definition/english/saving,сохранение,ahorro,sparen,úspora
scale,https://www.oxfordlearnersdictionaries.com/definition/english/scale_1,масштаб,escala,Skala,měřítko
scandal,https://www.oxfordlearnersdictionaries.com/definition/english/scandal,скандал,escándalo,Skandal,skandál
scare,https://www.oxfordlearnersdictionaries.com/definition/english/scare_2,напугать,susto,Schrecken,vyděsit
scare,https://www.oxfordlearnersdictionaries.com/definition/english/scare_1,напугать,susto,Schrecken,vyděsit
scenario,https://www.oxfordlearnersdictionaries.com/definition/english/scenario,сценарий,guión,Szenario,scénář
schedule,https://www.oxfordlearnersdictionaries.com/definition/english/schedule_2,расписание,calendario,Zeitplan,plán
scheme,https://www.oxfordlearnersdictionaries.com/definition/english/scheme_1,схема,esquema,planen,systém
scholar,https://www.oxfordlearnersdictionaries.com/definition/english/scholar,ученый,erudito,Gelehrte,učenec
scholarship,https://www.oxfordlearnersdictionaries.com/definition/english/scholarship,стипендия,beca,Stipendium,stipendium
scratch,https://www.oxfordlearnersdictionaries.com/definition/english/scratch_2,царапать,rasguño,kratzen,poškrábat
scratch,https://www.oxfordlearnersdictionaries.com/definition/english/scratch_1,царапать,rasguño,kratzen,poškrábat
scream,https://www.oxfordlearnersdictionaries.com/definition/english/scream_2,крик,grito,Schrei,výkřik
scream,https://www.oxfordlearnersdictionaries.com/definition/english/scream_1,крик,grito,Schrei,výkřik
screen,https://www.oxfordlearnersdictionaries.com/definition/english/screen_2,экран,pantalla,Bildschirm,obrazovka
screening,https://www.oxfordlearnersdictionaries.com/definition/english/screening,скрининг,poner en pantalla,Screening,promítání
seat,https://www.oxfordlearnersdictionaries.com/definition/english/seat_2,сиденье,asiento,Sitz,sedadlo
sector,https://www.oxfordlearnersdictionaries.com/definition/english/sector,сектор,sector,Sektor,sektor
secure,https://www.oxfordlearnersdictionaries.com/definition/english/secure_2,безопасный,seguro,sicher,zajistit
secure,https://www.oxfordlearnersdictionaries.com/definition/english/secure_1,безопасный,seguro,sicher,zajistit
seek,https://www.oxfordlearnersdictionaries.com/definition/english/seek,искать,buscar,suchen,hledat
seeker,https://www.oxfordlearnersdictionaries.com/definition/english/seeker,искатель,buscador,Sucher,hledač
select,https://www.oxfordlearnersdictionaries.com/definition/english/select_1,Выбрать,Seleccione,wählen,vybrat
selection,https://www.oxfordlearnersdictionaries.com/definition/english/selection,выбор,selección,Auswahl,výběr
self,https://www.oxfordlearnersdictionaries.com/definition/english/self_1,себя,uno mismo,selbst,já
seminar,https://www.oxfordlearnersdictionaries.com/definition/english/seminar,семинар,seminario,Seminar,seminář
senior,https://www.oxfordlearnersdictionaries.com/definition/english/senior_1,старший,mayor,Senior,senior
sense,https://www.oxfordlearnersdictionaries.com/definition/english/sense_2,смысл,sentido,Sinn,smysl
sensitive,https://www.oxfordlearnersdictionaries.com/definition/english/sensitive,чувствительный,sensitivo,empfidlich,citlivý
sentence,https://www.oxfordlearnersdictionaries.com/definition/english/sentence_2,приговор,oración,Satz,věta
sequence,https://www.oxfordlearnersdictionaries.com/definition/english/sequence_1,последовательность,secuencia,Reihenfolge,sekvence
session,https://www.oxfordlearnersdictionaries.com/definition/english/session,сеанс,sesión,Sitzung,zasedání
settle,https://www.oxfordlearnersdictionaries.com/definition/english/settle_1,селиться,asentar,siedeln,usadit
settler,https://www.oxfordlearnersdictionaries.com/definition/english/settler,поселенец,colono,Siedler,osadník
severe,https://www.oxfordlearnersdictionaries.com/definition/english/severe,тяжелая форма,grave,stark,těžké
severely,https://www.oxfordlearnersdictionaries.com/definition/english/severely,строго,severamente,stark,vážně
sexy,https://www.oxfordlearnersdictionaries.com/definition/english/sexy,сексуальный,sexy,sexy,sexy
shade,https://www.oxfordlearnersdictionaries.com/definition/english/shade_1,оттенок,sombra,Schatten,odstín
shadow,https://www.oxfordlearnersdictionaries.com/definition/english/shadow_1,тень,sombra,Schatten,stín
shallow,https://www.oxfordlearnersdictionaries.com/definition/english/shallow,мелкий,poco profundo,seicht,mělký
shame,https://www.oxfordlearnersdictionaries.com/definition/english/shame_1,стыд,vergüenza,Schande,ostuda
shape,https://www.oxfordlearnersdictionaries.com/definition/english/shape_2,форма,forma,Form,tvar
shaped,https://www.oxfordlearnersdictionaries.com/definition/english/shaped,образный,conformado,geformt,tvarované
shelter,https://www.oxfordlearnersdictionaries.com/definition/english/shelter_1,приют,abrigo,Schutz,přístřeší
shelter,https://www.oxfordlearnersdictionaries.com/definition/english/shelter_2,приют,abrigo,Schutz,přístřeší
shift,https://www.oxfordlearnersdictionaries.com/definition/english/shift_2,сдвиг,cambio,Schicht,posun
ship,https://www.oxfordlearnersdictionaries.com/definition/english/ship_3,судно,Embarcacion,Schiff,loď
shock,https://www.oxfordlearnersdictionaries.com/definition/english/shock_1,шок,conmoción,Schock,šokovat
shock,https://www.oxfordlearnersdictionaries.com/definition/english/shock_2,шок,conmoción,Schock,šokovat
shocked,https://www.oxfordlearnersdictionaries.com/definition/english/shocked,потрясенный,conmocionado,schockiert,šokován
shocking,https://www.oxfordlearnersdictionaries.com/definition/english/shocking,шокирующий,impactante,schockierend,šokující
shooting,https://www.oxfordlearnersdictionaries.com/definition/english/shooting,стрельба,tiroteo,Schießen,Střílení
shore,https://www.oxfordlearnersdictionaries.com/definition/english/shore_1,берег,orilla,Ufer,pobřeží
short-term,https://www.oxfordlearnersdictionaries.com/definition/english/short-term,короткий срок,término corto,kurzfristig,krátkodobý
shortage,https://www.oxfordlearnersdictionaries.com/definition/english/shortage,нехватка,escasez,Mangel,nedostatek
shortly,https://www.oxfordlearnersdictionaries.com/definition/english/shortly,вскоре,dentro de poco,in Kürze,zakrátko
shot,https://www.oxfordlearnersdictionaries.com/definition/english/shot_1,выстрелил,Disparo,Schuss,výstřel
sibling,https://www.oxfordlearnersdictionaries.com/definition/english/sibling,брат или сестра,hermano,Geschwister,sourozenec
signature,https://www.oxfordlearnersdictionaries.com/definition/english/signature,подпись,firma,Unterschrift,podpis
significance,https://www.oxfordlearnersdictionaries.com/definition/english/significance,значение,significado,Bedeutung,význam
significant,https://www.oxfordlearnersdictionaries.com/definition/english/significant,значительный,significativo,von Bedeutung,významný
significantly,https://www.oxfordlearnersdictionaries.com/definition/english/significantly,существенно,significativamente,bedeutend,výrazně
silence,https://www.oxfordlearnersdictionaries.com/definition/english/silence_1,тишина,silencio,Stille,umlčet
silk,https://www.oxfordlearnersdictionaries.com/definition/english/silk,шелк,seda,die Seide,hedvábí
sincere,https://www.oxfordlearnersdictionaries.com/definition/english/sincere,искренний,sincero,aufrichtig,upřímný
skilled,https://www.oxfordlearnersdictionaries.com/definition/english/skilled,опытный,experto,qualifiziert,zručný
skull,https://www.oxfordlearnersdictionaries.com/definition/english/skull,череп,cráneo,Schädel,lebka
slave,https://www.oxfordlearnersdictionaries.com/definition/english/slave_1,раб,esclavo,Sklave,otrok
slide,https://www.oxfordlearnersdictionaries.com/definition/english/slide_2,горка,diapositiva,gleiten,skluzavka
slide,https://www.oxfordlearnersdictionaries.com/definition/english/slide_1,горка,diapositiva,gleiten,skluzavka
slight,https://www.oxfordlearnersdictionaries.com/definition/english/slight_1,незначительный,leve,leicht,nepatrný
slip,https://www.oxfordlearnersdictionaries.com/definition/english/slip_1,соскальзывать,deslizar,Unterhose,uklouznutí
slogan,https://www.oxfordlearnersdictionaries.com/definition/english/slogan,лозунг,eslogan,Slogan,heslo
slope,https://www.oxfordlearnersdictionaries.com/definition/english/slope_1,склон,Pendiente,Neigung,sklon
slope,https://www.oxfordlearnersdictionaries.com/definition/english/slope_2,склон,Pendiente,Neigung,sklon
so-called,https://www.oxfordlearnersdictionaries.com/definition/english/so-called,так называемый,así llamado,sogenannt,tzv
solar,https://www.oxfordlearnersdictionaries.com/definition/english/solar,солнечный,solar,Solar-,sluneční
somehow,https://www.oxfordlearnersdictionaries.com/definition/english/somehow,как-то,de algun modo,irgendwie,Nějak
sometime,https://www.oxfordlearnersdictionaries.com/definition/english/sometime_1,когда-то,algún tiempo,irgendwann,nějakou dobu
somewhat,https://www.oxfordlearnersdictionaries.com/definition/english/somewhat,в некотором роде,un poco,etwas,poněkud
sophisticated,https://www.oxfordlearnersdictionaries.com/definition/english/sophisticated,сложный,sofisticado,anspruchsvoll,sofistikovaný
soul,https://www.oxfordlearnersdictionaries.com/definition/english/soul,душа,alma,Seele,duše
spare,https://www.oxfordlearnersdictionaries.com/definition/english/spare_1,запасной,repuesto,Ersatzteil,náhradní
specialist,https://www.oxfordlearnersdictionaries.com/definition/english/specialist_2,специалист,especialista,Spezialist,specialista
specialist,https://www.oxfordlearnersdictionaries.com/definition/english/specialist_1,специалист,especialista,Spezialist,specialista
specialize,https://www.oxfordlearnersdictionaries.com/definition/english/specialize,специализироваться,especializarse,spezialisieren,specializovat se
species,https://www.oxfordlearnersdictionaries.com/definition/english/species,разновидность,especies,Spezies,druh
specify,https://www.oxfordlearnersdictionaries.com/definition/english/specify,уточнить,especificar,angeben,specifikovat
spectacular,https://www.oxfordlearnersdictionaries.com/definition/english/spectacular_1,зрелищный,espectacular,spektakulär,okázalý
spectator,https://www.oxfordlearnersdictionaries.com/definition/english/spectator,зритель,espectador,Zuschauer,divák
speculate,https://www.oxfordlearnersdictionaries.com/definition/english/speculate,спекулировать,especular,spekulieren,spekulovat
speculation,https://www.oxfordlearnersdictionaries.com/definition/english/speculation,предположение,especulación,Spekulation,spekulace
speed,https://www.oxfordlearnersdictionaries.com/definition/english/speed_2,скорость,velocidad,Geschwindigkeit,Rychlost
spice,https://www.oxfordlearnersdictionaries.com/definition/english/spice_1,специя,especia,würzen,koření
spill,https://www.oxfordlearnersdictionaries.com/definition/english/spill_1,проливать,derramar,verschütten,rozlít
spiritual,https://www.oxfordlearnersdictionaries.com/definition/english/spiritual_1,духовный,espiritual,spirituell,duchovní
spite,https://www.oxfordlearnersdictionaries.com/definition/english/spite_1,несмотря,despecho,Trotz,navzdory
split,https://www.oxfordlearnersdictionaries.com/definition/english/split_2,расколоть,separar,Teilt,rozdělit
split,https://www.oxfordlearnersdictionaries.com/definition/english/split_1,расколоть,separar,Teilt,rozdělit
spoil,https://www.oxfordlearnersdictionaries.com/definition/english/spoil_1,портиться,mimar,verwöhnen,zkazit
spokesman,https://www.oxfordlearnersdictionaries.com/definition/english/spokesman,пресс-секретарь,portavoz,Sprecher,mluvčí
spokesperson,https://www.oxfordlearnersdictionaries.com/definition/english/spokesperson,пресс-секретарь,portavoz,Sprecher,tiskový mluvčí
spokeswoman,https://www.oxfordlearnersdictionaries.com/definition/english/spokeswoman,пресс-секретарь,portavoz,Sprecherin,tisková mluvčí
sponsor,https://www.oxfordlearnersdictionaries.com/definition/english/sponsor_2,спонсор,patrocinador,Sponsor,sponzor
sponsor,https://www.oxfordlearnersdictionaries.com/definition/english/sponsor_1,спонсор,patrocinador,Sponsor,sponzor
sponsorship,https://www.oxfordlearnersdictionaries.com/definition/english/sponsorship,спонсорство,patrocinio,Sponsoring,sponzorství
sporting,https://www.oxfordlearnersdictionaries.com/definition/english/sporting,спортивный,deportivo,sportlich,sportovní
spot,https://www.oxfordlearnersdictionaries.com/definition/english/spot_2,место,lugar,Stelle,bod
spread,https://www.oxfordlearnersdictionaries.com/definition/english/spread_2,распространять,untado,Verbreitung,rozpětí
spring,https://www.oxfordlearnersdictionaries.com/definition/english/spring_2,весна,primavera,Frühling,jaro
stable,https://www.oxfordlearnersdictionaries.com/definition/english/stable_1,стабильный,estable,stabil,stabilní
stage,https://www.oxfordlearnersdictionaries.com/definition/english/stage_2,сцена,escenario,Bühne,etapa
stall,https://www.oxfordlearnersdictionaries.com/definition/english/stall_1,ларек,puesto,Stall,stánek
stance,https://www.oxfordlearnersdictionaries.com/definition/english/stance,позиция,postura,Haltung,postoj
stand,https://www.oxfordlearnersdictionaries.com/definition/english/stand_2,стоять,estar,Stand,vydržet
stare,https://www.oxfordlearnersdictionaries.com/definition/english/stare_1,глазеть,mirar fijamente,starren,upřený pohled
starve,https://www.oxfordlearnersdictionaries.com/definition/english/starve,голодать,morir de hambre,verhungern,vyhladovět
status,https://www.oxfordlearnersdictionaries.com/definition/english/status,статус,estado,Status,postavení
steadily,https://www.oxfordlearnersdictionaries.com/definition/english/steadily,неуклонно,continuamente,ständig,stále
steady,https://www.oxfordlearnersdictionaries.com/definition/english/steady_1,устойчивый,firme,stetig,stabilní
steam,https://www.oxfordlearnersdictionaries.com/definition/english/steam_1,Стим,vapor,Dampf,parní
steel,https://www.oxfordlearnersdictionaries.com/definition/english/steel_1,стали,acero,Stahl,ocel
steep,https://www.oxfordlearnersdictionaries.com/definition/english/steep_1,отвесный,empinado,steil,strmé
step,https://www.oxfordlearnersdictionaries.com/definition/english/step_2,шаг,paso,Schritt,krok
sticky,https://www.oxfordlearnersdictionaries.com/definition/english/sticky_1,липкий,pegajoso,klebrig,lepkavý
stiff,https://www.oxfordlearnersdictionaries.com/definition/english/stiff_1,жесткий,rígido,steif,tuhý
stimulate,https://www.oxfordlearnersdictionaries.com/definition/english/stimulate,стимулировать,estimular,stimulieren,stimulovat
stock,https://www.oxfordlearnersdictionaries.com/definition/english/stock_1,склад,valores,Stock,skladem
stream,https://www.oxfordlearnersdictionaries.com/definition/english/stream_1,ручей,Arroyo,Strom,proud
strengthen,https://www.oxfordlearnersdictionaries.com/definition/english/strengthen,укреплять,fortalecer,stärken,posílit
stretch,https://www.oxfordlearnersdictionaries.com/definition/english/stretch_2,потягиваться,tramo,strecken,protáhnout se
stretch,https://www.oxfordlearnersdictionaries.com/definition/english/stretch_1,потягиваться,tramo,strecken,protáhnout se
strict,https://www.oxfordlearnersdictionaries.com/definition/english/strict,строгий,estricto,strikt,přísný
strictly,https://www.oxfordlearnersdictionaries.com/definition/english/strictly,строго,estrictamente,streng,přísně
strike,https://www.oxfordlearnersdictionaries.com/definition/english/strike_2,забастовка,Huelga,schlagen,stávkovat
strike,https://www.oxfordlearnersdictionaries.com/definition/english/strike_1,забастовка,Huelga,schlagen,stávkovat
stroke,https://www.oxfordlearnersdictionaries.com/definition/english/stroke_1,Инсульт,carrera,Schlaganfall,mrtvice
structure,https://www.oxfordlearnersdictionaries.com/definition/english/structure_2,структура,estructura,Struktur,struktura
struggle,https://www.oxfordlearnersdictionaries.com/definition/english/struggle_2,борьба,lucha,Kampf,boj
struggle,https://www.oxfordlearnersdictionaries.com/definition/english/struggle_1,борьба,lucha,Kampf,boj
stuff,https://www.oxfordlearnersdictionaries.com/definition/english/stuff_2,вещи,cosas,Sachen,věci
stunning,https://www.oxfordlearnersdictionaries.com/definition/english/stunning,оглушительный,impresionante,atemberaubend,ohromující
subject,https://www.oxfordlearnersdictionaries.com/definition/english/subject_2,предмет,sujeto,Gegenstand,předmět
submit,https://www.oxfordlearnersdictionaries.com/definition/english/submit,Отправить,entregar,einreichen,Předložit
subsequent,https://www.oxfordlearnersdictionaries.com/definition/english/subsequent,последующий,subsecuente,anschließend,následující
subsequently,https://www.oxfordlearnersdictionaries.com/definition/english/subsequently,впоследствии,después,anschließend,následně
suburb,https://www.oxfordlearnersdictionaries.com/definition/english/suburb,пригород,suburbio,Vorort,předměstí
suffering,https://www.oxfordlearnersdictionaries.com/definition/english/suffering,страдания,sufrimiento,leiden,utrpení
sufficient,https://www.oxfordlearnersdictionaries.com/definition/english/sufficient,достаточный,suficiente,reicht aus,dostatečný
sufficiently,https://www.oxfordlearnersdictionaries.com/definition/english/sufficiently,достаточно,suficientemente,ausreichend,dostatečně
sum,https://www.oxfordlearnersdictionaries.com/definition/english/sum_1,сумма,suma,Summe,součet
sum,https://www.oxfordlearnersdictionaries.com/definition/english/sum_2,сумма,suma,Summe,součet
super,https://www.oxfordlearnersdictionaries.com/definition/english/super_1,супер,súper,Super,super
surgeon,https://www.oxfordlearnersdictionaries.com/definition/english/surgeon,хирург,cirujano,der Chirurg,chirurg
surgery,https://www.oxfordlearnersdictionaries.com/definition/english/surgery,операция,cirugía,Operation,chirurgická operace
surround,https://www.oxfordlearnersdictionaries.com/definition/english/surround_1,окружать,rodear,umgeben,obklopit
surrounding,https://www.oxfordlearnersdictionaries.com/definition/english/surrounding,окружающий,rodeando,Umgebung,okolní
survey,https://www.oxfordlearnersdictionaries.com/definition/english/survey_2,опрос,encuesta,Umfrage,průzkum
survival,https://www.oxfordlearnersdictionaries.com/definition/english/survival_1,выживание,supervivencia,Überleben,přežití
survivor,https://www.oxfordlearnersdictionaries.com/definition/english/survivor,оставшийся в живых,sobreviviente,Überlebende,Pozůstalý
suspect,https://www.oxfordlearnersdictionaries.com/definition/english/suspect_2,подозревать,sospechar,verdächtig,tušit
suspect,https://www.oxfordlearnersdictionaries.com/definition/english/suspect_1,подозревать,sospechar,verdächtig,tušit
suspend,https://www.oxfordlearnersdictionaries.com/definition/english/suspend,приостановить,suspender,aussetzen,pozastavit
sustainable,https://www.oxfordlearnersdictionaries.com/definition/english/sustainable,стабильный,sostenible,nachhaltig,udržitelného
swallow,https://www.oxfordlearnersdictionaries.com/definition/english/swallow_1,глотать,tragar,schlucken,polykat
swear,https://www.oxfordlearnersdictionaries.com/definition/english/swear,поклясться,jurar,schwören,přísahat
sweep,https://www.oxfordlearnersdictionaries.com/definition/english/sweep_1,сметать,barrer,fegen,zametat
switch,https://www.oxfordlearnersdictionaries.com/definition/english/switch_2,выключатель,cambiar,schalten,přepínač
sympathetic,https://www.oxfordlearnersdictionaries.com/definition/english/sympathetic,сочувствующий,simpático,sympathisch,soucitný
sympathy,https://www.oxfordlearnersdictionaries.com/definition/english/sympathy,сочувствие,simpatía,Sympathie,sympatie
tackle,https://www.oxfordlearnersdictionaries.com/definition/english/tackle_1,снасти,entrada,angehen,řešit
tag,https://www.oxfordlearnersdictionaries.com/definition/english/tag_1,тег,etiqueta,Schild,štítek
tag,https://www.oxfordlearnersdictionaries.com/definition/english/tag_2,тег,etiqueta,Schild,štítek
tale,https://www.oxfordlearnersdictionaries.com/definition/english/tale,сказка,cuento,Geschichte,příběh
tank,https://www.oxfordlearnersdictionaries.com/definition/english/tank_1,бак,tanque,Panzer,nádrž
tap,https://www.oxfordlearnersdictionaries.com/definition/english/tap_2,кран,grifo,klopfen,klepnout
tap,https://www.oxfordlearnersdictionaries.com/definition/english/tap_1,кран,grifo,klopfen,klepnout
target,https://www.oxfordlearnersdictionaries.com/definition/english/target_2,цель,objetivo,Ziel,cílová
tear,https://www.oxfordlearnersdictionaries.com/definition/english/tear1_2,рвать,lágrima,zerreißen,roztržení
tear,https://www.oxfordlearnersdictionaries.com/definition/english/tear1_1,рвать,lágrima,zerreißen,roztržení
technological,https://www.oxfordlearnersdictionaries.com/definition/english/technological,технологический,tecnológico,technologisch,technologický
teens,https://www.oxfordlearnersdictionaries.com/definition/english/teens,тинейджеры,adolescentes,Jugendliche,puberťáci
temple,https://www.oxfordlearnersdictionaries.com/definition/english/temple,храм,templo,Tempel,chrám
temporarily,https://www.oxfordlearnersdictionaries.com/definition/english/temporarily,временно,temporalmente,vorübergehend,dočasně
temporary,https://www.oxfordlearnersdictionaries.com/definition/english/temporary,временный,temporal,vorübergehend,dočasný
tendency,https://www.oxfordlearnersdictionaries.com/definition/english/tendency,тенденция,tendencia,Tendenz,tendence
tension,https://www.oxfordlearnersdictionaries.com/definition/english/tension_1,напряжение,tensión,Spannung,napětí
term,https://www.oxfordlearnersdictionaries.com/definition/english/term_2,срок,término,Begriff,období
terminal,https://www.oxfordlearnersdictionaries.com/definition/english/terminal_1,Терминал,Terminal,Terminal,terminál
terms,https://www.oxfordlearnersdictionaries.com/definition/english/terms,условия,condiciones,Bedingungen,podmínky
terribly,https://www.oxfordlearnersdictionaries.com/definition/english/terribly,ужасно,terriblemente,fürchterlich,strašně
terrify,https://www.oxfordlearnersdictionaries.com/definition/english/terrify,ужасать,aterrorizar,erschrecken,vyděsit
territory,https://www.oxfordlearnersdictionaries.com/definition/english/territory,территория,territorio,Gebiet,území
terror,https://www.oxfordlearnersdictionaries.com/definition/english/terror,ужас,terror,Terror,teror
terrorism,https://www.oxfordlearnersdictionaries.com/definition/english/terrorism,терроризм,terrorismo,Terrorismus,terorismus
terrorist,https://www.oxfordlearnersdictionaries.com/definition/english/terrorist,террорист,terrorista,Terrorist,terorista
testing,https://www.oxfordlearnersdictionaries.com/definition/english/testing_1,тестирование,pruebas,testen,testování
textbook,https://www.oxfordlearnersdictionaries.com/definition/english/textbook_1,учебник,libro de texto,Lehrbuch,učebnice
theft,https://www.oxfordlearnersdictionaries.com/definition/english/theft,кража,hurto,Diebstahl,krádež
therapist,https://www.oxfordlearnersdictionaries.com/definition/english/therapist,Терапевт,terapeuta,Therapeut,terapeut
therapy,https://www.oxfordlearnersdictionaries.com/definition/english/therapy,терапия,terapia,Therapie,terapie
thesis,https://www.oxfordlearnersdictionaries.com/definition/english/thesis,Тезис,tesis,These,teze
thorough,https://www.oxfordlearnersdictionaries.com/definition/english/thorough,тщательный,exhaustivo,gründlich,důkladný
thoroughly,https://www.oxfordlearnersdictionaries.com/definition/english/thoroughly,тщательно,minuciosamente,gründlich,důkladně
threat,https://www.oxfordlearnersdictionaries.com/definition/english/threat,угроза,amenaza,Gefahr,ohrožení
threaten,https://www.oxfordlearnersdictionaries.com/definition/english/threaten,угрожать,amenazar,drohen,vyhrožovat
thumb,https://www.oxfordlearnersdictionaries.com/definition/english/thumb_1,большой палец,pulgar,Daumen,palec
thus,https://www.oxfordlearnersdictionaries.com/definition/english/thus,таким образом,por lo tanto,daher,tím pádem
time,https://www.oxfordlearnersdictionaries.com/definition/english/time_2,время,hora,Zeit,čas
timing,https://www.oxfordlearnersdictionaries.com/definition/english/timing,выбор времени,momento,zeitliche Koordinierung,načasování
tissue,https://www.oxfordlearnersdictionaries.com/definition/english/tissue,ткань,pañuelo de papel,Gewebe,tkáň
title,https://www.oxfordlearnersdictionaries.com/definition/english/title_2,заглавие,título,Titel,titul
ton,https://www.oxfordlearnersdictionaries.com/definition/english/ton,тонна,tonelada,Tonne,tón
tone,https://www.oxfordlearnersdictionaries.com/definition/english/tone_1,тон,tono,Ton,tón
tonne,https://www.oxfordlearnersdictionaries.com/definition/english/tonne,тонна,tonelada,Tonne,tuna
tough,https://www.oxfordlearnersdictionaries.com/definition/english/tough_1,жесткий,difícil,hart,tvrdý
tournament,https://www.oxfordlearnersdictionaries.com/definition/english/tournament,турнир,torneo,Turnier,turnaj
trace,https://www.oxfordlearnersdictionaries.com/definition/english/trace_1,след,rastro,verfolgen,stopa
track,https://www.oxfordlearnersdictionaries.com/definition/english/track_2,отслеживать,pista,Spur,dráha
trading,https://www.oxfordlearnersdictionaries.com/definition/english/trading,торговля,comercio,Handel,obchodování
tragedy,https://www.oxfordlearnersdictionaries.com/definition/english/tragedy,трагедия,tragedia,Tragödie,tragédie
tragic,https://www.oxfordlearnersdictionaries.com/definition/english/tragic,трагический,trágico,tragisch,tragický
trait,https://www.oxfordlearnersdictionaries.com/definition/english/trait,черта характера,rasgo,Merkmal,vlastnost
transfer,https://www.oxfordlearnersdictionaries.com/definition/english/transfer_2,перечислить,transferir,Transfer,převod
transfer,https://www.oxfordlearnersdictionaries.com/definition/english/transfer_1,перечислить,transferir,Transfer,převod
